index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
67	xIntent	PersonX plays a ___ in making	to be included	PersonX در ساخت ___ بازی می کند	شامل شود	PersonX plays a ___ in making. PersonX intends to be included	PersonX در ساخت یک ___ بازی می کند. PersonX در نظر گرفته شده است	PersonX plays a ___ in making	 PersonX intends to be included	PersonX در ساخت یک ___ بازی می کند	 PersonX در نظر گرفته شده است
68	xIntent	PersonX follows christ 's ___	still annoyed	PersonX از christ دنبال می کند ___	هنوز اذیت	PersonX follows christ 's ___. PersonX intends still annoyed	PersonX از christ ___ پیروی می کند. PersonX هنوز هم آزار دارد	PersonX follows christ 's ___	 PersonX intends still annoyed	PersonX از christ ___ پیروی می کند	 PersonX هنوز هم آزار دارد
69	xIntent	PersonX follows christ 's ___	be a principled disciple	PersonX از christ دنبال می کند ___	یک شاگرد اصولی باشید	PersonX follows christ 's ___. PersonX intends be a principled disciple	PersonX از christ ___ پیروی می کند. PersonX قصد دارد یک شاگرد اصولی باشد	PersonX follows christ 's ___	 PersonX intends be a principled disciple	PersonX از christ ___ پیروی می کند	 PersonX قصد دارد یک شاگرد اصولی باشد
70	xIntent	PersonX follows christ 's ___	to be a good person	PersonX از christ دنبال می کند ___	آدم خوبی بودن	PersonX follows christ 's ___. PersonX intends to be a good person	PersonX از christ ___ پیروی می کند. PersonX قصد دارد فرد خوبی باشد	PersonX follows christ 's ___	 PersonX intends to be a good person	PersonX از christ ___ پیروی می کند	 PersonX قصد دارد فرد خوبی باشد
71	xIntent	PersonX carries this ___ far	ethics of the policy	PersonX این ___ را تاکنون حمل می کند	اخلاق سیاست	PersonX carries this ___ far. PersonX intends ethics of the policy	PersonX این ___ را تاکنون حمل می کند. PersonX اخلاق سیاست را در نظر دارد	PersonX carries this ___ far	 PersonX intends ethics of the policy	PersonX این ___ را تاکنون حمل می کند	 PersonX اخلاق سیاست را در نظر دارد
72	xIntent	PersonX carries this ___ far	to hold a grudge	PersonX این ___ را تاکنون حمل می کند	کینه گرفتن	PersonX carries this ___ far. PersonX intends to hold a grudge	PersonX این ___ را تاکنون حمل می کند. PersonX قصد دارد کینه ای را در پیش بگیرد	PersonX carries this ___ far	 PersonX intends to hold a grudge	PersonX این ___ را تاکنون حمل می کند	 PersonX قصد دارد کینه ای را در پیش بگیرد
73	xIntent	PersonX carries this ___ far	this subject far in looking	PersonX این ___ را تاکنون حمل می کند	این موضوع بسیار دور از ذهن است	PersonX carries this ___ far. PersonX intends this subject far in looking	PersonX این ___ را تاکنون حمل می کند. PersonX این موضوع را بسیار دور از ذهن دنبال می کند	PersonX carries this ___ far	 PersonX intends this subject far in looking	PersonX این ___ را تاکنون حمل می کند	 PersonX این موضوع را بسیار دور از ذهن دنبال می کند
74	xIntent	PersonX describes briefly the ___	to explain the matter	PersonX مختصراً ___ را توصیف می کند	برای توضیح موضوع	PersonX describes briefly the ___. PersonX intends to explain the matter	PersonX مختصراً ___ را توصیف می کند. PersonX قصد دارد موضوع را توضیح دهد	PersonX describes briefly the ___	 PersonX intends to explain the matter	PersonX مختصراً ___ را توصیف می کند	 PersonX قصد دارد موضوع را توضیح دهد
75	xIntent	PersonX describes briefly the ___	people to be aware of the contents of his product	PersonX مختصراً ___ را توصیف می کند	مردم باید از محتوای محصول وی آگاه شوند	PersonX describes briefly the ___. PersonX intends people to be aware of the contents of his product	PersonX مختصراً ___ را توصیف می کند. PersonX قصد دارد مردم از محتوای محصول وی آگاه شوند	PersonX describes briefly the ___	 PersonX intends people to be aware of the contents of his product	PersonX مختصراً ___ را توصیف می کند	 PersonX قصد دارد مردم از محتوای محصول وی آگاه شوند
76	xIntent	PersonX describes briefly the ___	to brief the usefullness  of his product	PersonX مختصراً ___ را توصیف می کند	برای خلاصه مفید بودن محصول خود	PersonX describes briefly the ___. PersonX intends to brief the usefullness  of his product	PersonX مختصراً ___ را توصیف می کند. PersonX قصد دارد در مورد مفید بودن محصول خود توضیحاتی ارائه دهد	PersonX describes briefly the ___	 PersonX intends to brief the usefullness  of his product	PersonX مختصراً ___ را توصیف می کند	 PersonX قصد دارد در مورد مفید بودن محصول خود توضیحاتی ارائه دهد
77	xIntent	PersonX expects every ___	something	PersonX انتظار دارد هر ___	چیزی	PersonX expects every ___. PersonX intends something	PersonX انتظار دارد هر ___. PersonX چیزی را در نظر دارد	PersonX expects every ___	 PersonX intends something	PersonX انتظار دارد هر ___	 PersonX چیزی را در نظر دارد
78	xIntent	PersonX expects every ___	every detail in order to understand	PersonX انتظار دارد هر ___	همه جزئیات به منظور درک	PersonX expects every ___. PersonX intends every detail in order to understand	PersonX انتظار دارد هر ___. PersonX قصد دارد تمام جزئیات را درک کند	PersonX expects every ___	 PersonX intends every detail in order to understand	PersonX انتظار دارد هر ___	 PersonX قصد دارد تمام جزئیات را درک کند
79	xIntent	PersonX turns state 's ___	witness	PersonX وضعیت دولت را ___ می کند	شاهد	PersonX turns state 's ___. PersonX intends witness	PersonX حالت ___ را برمی گرداند. PersonX قصد دارد شاهد باشد	PersonX turns state 's ___	 PersonX intends witness	PersonX حالت ___ را برمی گرداند	 PersonX قصد دارد شاهد باشد
80	xIntent	PersonX turns state 's ___	to be useful	PersonX وضعیت دولت را ___ می کند	مفید بودن	PersonX turns state 's ___. PersonX intends to be useful	PersonX حالت ___ را برمی گرداند. PersonX قصد دارد مفید واقع شود	PersonX turns state 's ___	 PersonX intends to be useful	PersonX حالت ___ را برمی گرداند	 PersonX قصد دارد مفید واقع شود
81	xIntent	PersonX turns state 's ___	to be productive	PersonX وضعیت دولت را ___ می کند	مولد بودن	PersonX turns state 's ___. PersonX intends to be productive	PersonX حالت ___ را برمی گرداند. PersonX قصد دارد مثمر ثمر باشد	PersonX turns state 's ___	 PersonX intends to be productive	PersonX حالت ___ را برمی گرداند	 PersonX قصد دارد مثمر ثمر باشد
82	xIntent	PersonX sells PersonY's ___ dearly	the beautiful lady is come	PersonX ___ PersonY را بسیار گران می فروشد	بانوی زیبا آمده است	PersonX sells PersonY's ___ dearly. PersonX intends the beautiful lady is come	PersonX ___ PersonY را بسیار گران می فروشد. PersonX قصد دارد بانوی زیبا آمده است	PersonX sells PersonY's ___ dearly	 PersonX intends the beautiful lady is come	PersonX ___ PersonY را بسیار گران می فروشد	 PersonX قصد دارد بانوی زیبا آمده است
83	xIntent	PersonX divides the ___ among themselves	to share	PersonX ___ را بین خود تقسیم می کند	به اشتراک گذاشتن	PersonX divides the ___ among themselves. PersonX intends to share	PersonX ___ را بین خود تقسیم می کند. PersonX قصد دارد به اشتراک بگذارد	PersonX divides the ___ among themselves	 PersonX intends to share	PersonX ___ را بین خود تقسیم می کند	 PersonX قصد دارد به اشتراک بگذارد
84	xIntent	PersonX divides the ___ among themselves	i like thsi market	PersonX ___ را بین خود تقسیم می کند	من thsi بازار را دوست دارم	PersonX divides the ___ among themselves. PersonX intends i like thsi market	PersonX ___ را بین خود تقسیم می کند. PersonX قصد دارد بازار thsi را دوست داشته باشم	PersonX divides the ___ among themselves	 PersonX intends i like thsi market	PersonX ___ را بین خود تقسیم می کند	 PersonX قصد دارد بازار thsi را دوست داشته باشم
85	xIntent	PersonX pays the ___ back	to be out of debt	PersonX مبلغ ___ را پس می دهد	بدهی نداشتن	PersonX pays the ___ back. PersonX intends to be out of debt	PersonX مبلغ ___ را پس می دهد. PersonX قصد دارد بدهی خود را از دست بدهد	PersonX pays the ___ back	 PersonX intends to be out of debt	PersonX مبلغ ___ را پس می دهد	 PersonX قصد دارد بدهی خود را از دست بدهد
86	xIntent	PersonX pays the ___ back	major role	PersonX مبلغ ___ را پس می دهد	نقش اصلی	PersonX pays the ___ back. PersonX intends major role	PersonX مبلغ ___ را پس می دهد. PersonX قصد دارد نقش اصلی را داشته باشد	PersonX pays the ___ back	 PersonX intends major role	PersonX مبلغ ___ را پس می دهد	 PersonX قصد دارد نقش اصلی را داشته باشد
