target_text_fa	target_text	prefix	input_text
توضیحی	explanatory	xAttr	PersonX answers PersonY questions
برای تحسین شدن	to be admired	xIntent	PersonX answers PersonY questions
برای اینکه زیردست شخصی به نام Y باشم	to be a subordinate to person Y	xNeed	PersonX answers PersonY questions
باهوش	clever	xReact	PersonX answers PersonY questions
برای گفتن حقیقت	To tell the truth	xWant	PersonX answers PersonY questions
به آن اهمیت می دادند	cared about	oReact	PersonX answers PersonY's ___ well
مهربان	kind	xAttr	PersonX answers PersonY's ___ well
کمک به شخصی که اطلاعات داده شده را پردازش می کند.	help person y process the information that was given.	xIntent	PersonX answers PersonY's ___ well
برای درک اینکه شخصی چه می خواهد	to understand what PersonY wants	xNeed	PersonX answers PersonY's ___ well
رضایت خاطر	satisfied	xReact	PersonX answers PersonY's ___ well
تا بپرسد آیا شخصی از این پاسخ راضی است؟	to ask if PersonY is satisfied with the answer	xWant	PersonX answers PersonY's ___ well
درگیر و اهل تبادل نظر.	engaged and communicative.	oReact	PersonX answers PersonY's phone
کمک کننده	helpful	xAttr	PersonX answers PersonY's phone
تا بفهمم چه کسی زنگ می زند.	to know who is calling.	xIntent	PersonX answers PersonY's phone
برای گرفتن تلفن	to take the phone	xNeed	PersonX answers PersonY's phone
علاقمند و راضي.	interested and satisfied.	xReact	PersonX answers PersonY's phone
با شخصی حرف بزن	talk to person y	xWant	PersonX answers PersonY's phone
خوشحال از اینکه به او فکر می کنند	happy to be thought of	oReact	PersonX answers another ___
هم آهنگ	consistent	xAttr	PersonX answers another ___
تا با او در تماس باشم.	to stay in touch	xIntent	PersonX answers another ___
برای آگاه شدن	to be informed	xNeed	PersonX answers another ___
مثل یک دوست خوب	like a good friend	xReact	PersonX answers another ___
تا به پایان برسد.	to end	xWant	PersonX answers another ___
ناراحت	upset	oReact	PersonX apologizes profusely
ترسان	scared	xAttr	PersonX apologizes profusely
برای بخشیدن	to be forgiven	xIntent	PersonX apologizes profusely
احساس بدی درباره چیزی	to feel bad about something	xNeed	PersonX apologizes profusely
ناراحت	upset	xReact	PersonX apologizes profusely
تا به دوستی ادامه دهیم.	to continue being friends.	xWant	PersonX apologizes profusely
بهتر شدند	re leaved better	oReact	PersonX apologizes to PersonX's boss
متواضع	humble	xAttr	PersonX apologizes to PersonX's boss
اصلاحات را انجام دهید	make ammends	xIntent	PersonX apologizes to PersonX's boss
برای انجام کار اشتباه.	to do something wrong at work.	xNeed	PersonX apologizes to PersonX's boss
نگران این هستند که آیا بخشوده خواهند شد یا نه.	anxious about whether they'll be forgiven	xReact	PersonX apologizes to PersonX's boss
تا هرگز اشتباه مشابهی را تکرار نکند.	to never make the same mistake again.	xWant	PersonX apologizes to PersonX's boss
مثل شخص ایکس	like personx was included	oReact	PersonX appears among PersonY
بهم مرتبط	connected	xAttr	PersonX appears among PersonY
تا خود را نشان دهند	to show up their	xIntent	PersonX appears among PersonY
برای عبور از میان مردم	to go through the people	xNeed	PersonX appears among PersonY
مثل اینکه خودشان آن را ساخته اند.	like they made it their	xReact	PersonX appears among PersonY
برای غافلگیر کردن شخصیت ها	to surprise persony	xWant	PersonX appears among PersonY
میترسید؟	afraid	oReact	PersonX appears out of nowhere
گربه مانند	catlike	xAttr	PersonX appears out of nowhere
دزدکی رفتار کردن	to be sneaky	xIntent	PersonX appears out of nowhere
دزدکی به این طرف و آن طرف رفتن	to sneak around	xNeed	PersonX appears out of nowhere
بطور خشک و رسمی	wily	xReact	PersonX appears out of nowhere
تا آن ها را غافلگیر کند.	to surprise them	xWant	PersonX appears out of nowhere
گوشه دار	akward	oReact	PersonX applies PersonX's ___ unto PersonY
بخشیدن	giving	xAttr	PersonX applies PersonX's ___ unto PersonY
احساس عشق کردن	to feel loved	xIntent	PersonX applies PersonX's ___ unto PersonY
برای اینکه ببینیم شخصی موفق می شود	to want to see PersonY succeed	xNeed	PersonX applies PersonX's ___ unto PersonY
خجالت زده	ashamed	xReact	PersonX applies PersonX's ___ unto PersonY
با هم قرار بگذارید.	Go on a date.	xWant	PersonX applies PersonX's ___ unto PersonY
فشار داده شده	pressured	oReact	PersonX appoints another ___
حکمفرما	authoritative	xAttr	PersonX appoints another ___
آدم درستکاری برای این کار	the right person on th job	xIntent	PersonX appoints another ___
برای آتش زدن یک شخص	to fire a person	xNeed	PersonX appoints another ___
امیدوار کننده	hopeful	xReact	PersonX appoints another ___
تا با آنچه به همراه دارد سر و کار داشته باشیم.	to deal with what it brings	xWant	PersonX appoints another ___
قابل تحسین	appreciated	oReact	PersonX appreciates PersonY's effort
تحسین آمیز	appreciative	xAttr	PersonX appreciates PersonY's effort
سپاسگزارم.	grateful	xIntent	PersonX appreciates PersonY's effort
تا او را صدا بزند	to call him	xNeed	PersonX appreciates PersonY's effort
دوستانه	friendly	xReact	PersonX appreciates PersonY's effort
تا برایشان هدیه ای بخرد	to buy them a gift	xWant	PersonX appreciates PersonY's effort
شاد و خندان	flattered	oReact	PersonX approaches PersonX's crush
خوش بین	optimistic	xAttr	PersonX approaches PersonX's crush
تا با آن ها ارتباط برقرار کند.	to communicate with their crush	xIntent	PersonX approaches PersonX's crush
تا کسی را ملاقات کند	to meet someone	xNeed	PersonX approaches PersonX's crush
خجالت زده	shy	xReact	PersonX approaches PersonX's crush
تا به آنها بگوید چه احساسی دارند	to tell them how they feel	xWant	PersonX approaches PersonX's crush
کنجکاو	curious	oReact	PersonX approaches PersonY's crush
امیدوار کننده	hopeful	xAttr	PersonX approaches PersonY's crush
آن ها می خواهند ارتباط برقرار کنند	they want to communicate	xIntent	PersonX approaches PersonY's crush
برای اینکه مطمئن شوم او می تواند خودش را در معرض حمله ی یو قرار دهد.	to make sure she is presentable to Y's crush	xNeed	PersonX approaches PersonY's crush
پرحرف	talkative	xReact	PersonX approaches PersonY's crush
برای پست یادداشتی در شبکه های اجتماعی	to post a note on social media	xWant	PersonX approaches PersonY's crush
امن تر	safer	oReact	PersonX argues PersonY's case
انگیزه دار	motivated	xAttr	PersonX argues PersonY's case
برای این کار پول می گیرند	is paid to do so	xIntent	PersonX argues PersonY's case
برای آماده شدن	to prepare	xNeed	PersonX argues PersonY's case
ناقلا	dutiful	xReact	PersonX argues PersonY's case
تا شاهد دیگری را احضار کند	to call another witness	xWant	PersonX argues PersonY's case
علاقه مند	interested	oReact	PersonX arouses PersonY interest
تهدیدآمیز	threatening	xAttr	PersonX arouses PersonY interest
برای اینکه تو را بشناسم	to get to know y	xIntent	PersonX arouses PersonY interest
برای صحبت با شخصی	to talk to PersonY	xNeed	PersonX arouses PersonY interest
امیدوار کننده	hopeful	xReact	PersonX arouses PersonY interest
تا بفهمم چرا شخصی به آنها نگاه می کند.	to find out why PersonY is looking at them	xWant	PersonX arouses PersonY interest
در رفتارهای رمانتیک و عاطفی دو جانبه مشارکت کنید.	participate in mutual romantic & sensual  behaviors.	xIntent	PersonX arouses PersonY's interest
تجربه کافی در مورد اتومبیل های قدیمی دارند	have an expertise in antique cars	xNeed	PersonX arouses PersonY's interest
تمرکز یافته	focused	xReact	PersonX arouses PersonY's interest
برای فروش	to make a sale	xWant	PersonX arouses PersonY's interest
خوشحال	happy	oReact	PersonX asks PersonX's crush
شجاع	brave	xAttr	PersonX asks PersonX's crush
تا با آن ها قرار ملاقات بگذارد.	to date them	xIntent	PersonX asks PersonX's crush
برای فراخواندن شخص ایکس	to call PersonX's crush	xNeed	PersonX asks PersonX's crush
دوست داشتم	loved	xReact	PersonX asks PersonX's crush
کمک کننده	helpful	oReact	PersonX asks PersonX's friend PersonY
کنجکاو	curious	xAttr	PersonX asks PersonX's friend PersonY
برای آگاه شدن	to be informed	xIntent	PersonX asks PersonX's friend PersonY
تا پاسخ را پردازش کند.	to process the answer	xWant	PersonX asks PersonX's friend PersonY
خوب است.	good.	oReact	PersonX asks PersonX's friend for advice
دوستانه	friendly	xAttr	PersonX asks PersonX's friend for advice
کمک	help	xNeed	PersonX asks PersonX's friend for advice
آسوده خاطر	relieved	xReact	PersonX asks PersonX's friend for advice
از دوستش تشکر کن	Thank his friend	xWant	PersonX asks PersonX's friend for advice
خوشحالم که کمک می کنم.	happy to help.	oReact	PersonX asks PersonX's friend for help
به آن اهمیت می دادند	cared for	xAttr	PersonX asks PersonX's friend for help
برای حرکت یک سفا.	to move a sofa.	xIntent	PersonX asks PersonX's friend for help
تا او را به خانه دعوت کند	to invite him home	xNeed	PersonX asks PersonX's friend for help
هیجان زده.	hesitant.	xReact	PersonX asks PersonX's friend for help
تا حدی پیشرفت کند	make some progress	xWant	PersonX asks PersonX's friend for help
کمک کننده	helpful	oReact	PersonX asks PersonX's friends for advice
نامطمئن	uncertain	xAttr	PersonX asks PersonX's friends for advice
برای کمک گرفتن	to get help	xIntent	PersonX asks PersonX's friends for advice
فکر کردن به اینکه از چه کسی بپرسم	to think of who to ask	xNeed	PersonX asks PersonX's friends for advice
عصبی	nervous	xReact	PersonX asks PersonX's friends for advice
تا بر اساس نصیحت هایی که داده شده کار کند.	to work on the advice given	xWant	PersonX asks PersonX's friends for advice
خوب آنها می توانند کمک کنند	good they can help out	oReact	PersonX asks PersonX's friends for help
بدون کمک	helpless	xAttr	PersonX asks PersonX's friends for help
برای اینکه احساس بهتری داشته باشم	to feel better	xIntent	PersonX asks PersonX's friends for help
تا تلفنشان را بردارد	to pick up their phone	xNeed	PersonX asks PersonX's friends for help
مثل اینکه او مردمی را دارد که به آنها مراجعه کند.	like he has people to turn to	xReact	PersonX asks PersonX's friends for help
تا از دیگران بپرسد	to ask others	xWant	PersonX asks PersonX's friends for help
دیوانه	crazt	oReact	PersonX asks PersonX's husband
متفکرانه	thoughtful	xAttr	PersonX asks PersonX's husband
توصیه کمک	advice help	xIntent	PersonX asks PersonX's husband
